INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,ZIP_CODE,CENSUS_TRACT,BIN,NTA,LOCATION,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
1641 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,07,1020580001,12/07/2017,Open,Site downloaded for cleaning,,998275,239071,40.822859,-73.949326,10031, 227  ,1061221,Hamilton Heights,"(40.822859, -73.949326)",12428,37,4,23,19
1295 ALLERTON AVENUE,BRONX,11 BRONX,Precinct 49,13,2045270001,02/18/2018,Open,Site downloaded for cleaning,,1025914,254576,40.865329,-73.849367,10469, 350  ,2054254,Allerton-Pelham Gardens,"(40.865329, -73.849367)",11607,59,5,12,32
546 10 STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3010940010,03/06/2018,Open,Site to be cleaned.,,989339,181948,40.666081,-73.981656,11215, 151  ,3026127,Park Slope-Gowanus,"(40.666081, -73.981656)",17617,14,2,27,50
84-04 ASTORIA BOULEVARD,QUEENS,03 QUEENS,Precinct 115,22,4010960022,12/06/2017,Open,Site downloaded for cleaning,,1016119,217876,40.764639,-73.884954,11370, 329  ,4024027,Jackson Heights,"(40.764639, -73.884954)",14781,65,3,4,73
174 DELANCEY STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003480072,01/11/2018,Open,Mail returned / wrong address,,988339,200705,40.717565,-73.985249,10002,  1402,1076937,Lower East Side,"(40.717565, -73.985249)",11723,70,4,32,4
12 DURLAND PLACE,BROOKLYN,18 BROOKLYN,Precinct 69,46,3081790055,01/16/2018,Open,Site downloaded for cleaning,,1010195,173179,40.641975,-73.906512,11236, 964  ,3229522,Canarsie,"(40.641975, -73.906512)",13827,5,2,8,42
300 BROOME STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004190075,12/10/2017,Open,Site downloaded for cleaning,,986427,201124,40.718716,-73.992147,10002,  18  ,1075906,Chinatown,"(40.718716, -73.992147)",11723,70,4,32,2
138-14 101 AVENUE,QUEENS,12 QUEENS,Precinct 103,28,4100180005,12/04/2017,Open,Site downloaded for cleaning,,1036829,192313,40.694376,-73.810392,11435, 206  ,4214341,Jamaica,"(40.694376, -73.810392)",24670,41,3,46,61
49 CHURCH AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053130031,01/24/2018,Open,Site downloaded for cleaning,,989391,173158,40.641954,-73.981475,11218, 496  ,3328354,Kensington-Ocean Parkway,"(40.641954, -73.981475)",17620,2,2,27,39
35-18 STEINWAY STREET,QUEENS,01 QUEENS,Precinct 114,26,4006680005,02/23/2018,Open,Site downloaded for cleaning,,1005728,214249,40.754715,-73.922477,11101, 157  ,4010866,Astoria,"(40.754715, -73.922477)",16858,39,3,33,72
224 LEFFERTS AVENUE,BROOKLYN,09 BROOKLYN,Precinct 71,40,3013280044,01/26/2018,Open,Site downloaded for cleaning,,996931,180511,40.662129,-73.954293,11225, 800  ,3035282,Prospect Lefferts Gardens-Wingate,"(40.662129, -73.954293)",13509,17,2,11,44
1217 CASTLE HILL AVENUE,BRONX,09 BRONX,Precinct 43,18,2038120042,12/20/2017,Open,Site downloaded for cleaning,,1025438,242578,40.832400,-73.851162,10462,  92  ,2026529,Westchester-Unionport,"(40.8324, -73.851162)",11271,58,5,31,26
1190 EAST GUN HILL ROAD,BRONX,11 BRONX,Precinct 49,12,,01/03/2018,Open,Property Research Required,,1024930,257392,40.873063,-73.852908,10469, 348  ,,Allerton-Pelham Gardens,"(40.873063, -73.852908)",11607,59,5,2,32
1936 86 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3063730047,01/25/2018,Open,Site to be cleaned.,,984376,159829,40.605370,-73.999546,11214, 284  ,3166813,Bensonhurst West,"(40.60537, -73.999546)",17616,1,2,45,37
1721 SHEEPSHEAD BAY ROAD,BROOKLYN,15 BROOKLYN,Precinct 61,48,3087720095,11/06/2017,Open,Site downloaded for cleaning,,997676,152630,40.585600,-73.951663,11235, 600  ,3247044,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.5856, -73.951663)",13826,32,2,15,36
605 PROSPECT PLACE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011560061,12/08/2017,Open,Site downloaded for cleaning,,996276,185241,40.675113,-73.956645,11238, 305  ,3028679,Crown Heights North,"(40.675113, -73.956645)",13829,16,2,48,49
1749 MC DONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3066080077,02/19/2018,Open,Site downloaded for cleaning,,991674,161610,40.610256,-73.973262,11230, 438  ,3174730,Ocean Parkway South,"(40.610256, -73.973262)",13513,2,2,18,39
1730 JEROME AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074620021,01/18/2018,Open,Site downloaded for cleaning,,997600,153267,40.587349,-73.951935,11235, 600  ,3204971,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.587349, -73.951935)",13826,32,2,15,36
1069 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051320048,12/13/2017,Open,Site downloaded for cleaning,,995913,174144,40.644654,-73.957973,11226, 792  ,3117860,Erasmus,"(40.644654, -73.957973)",13510,60,2,11,43
1971 64 STREET,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055410047,12/16/2017,Open,Site downloaded for cleaning,,988138,164284,40.617598,-73.985995,11204, 254  ,3398746,Bensonhurst West,"(40.617598, -73.985995)",16867,1,2,45,37
4104 AVENUE J,BROOKLYN,18 BROOKLYN,Precinct 63,45,3077890032,02/25/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1001919,167947,40.627635,-73.936347,11210, 734  ,3215971,Flatlands,"(40.627635, -73.936347)",17217,5,2,26,38
47-36 36 STREET,QUEENS,02 QUEENS,Precinct 108,26,4002300001,12/12/2017,Open,Site downloaded for cleaning,,1003797,209465,40.741588,-73.929461,11101, 189  ,4003273,Hunters Point-Sunnyside-West Maspeth,"(40.741588, -73.929461)",16858,53,3,33,66
635 ZEREGA AVENUE,BRONX,09 BRONX,Precinct 43,18,2035760050,12/18/2017,Open,Site downloaded for cleaning,,1027947,238306,40.820663,-73.842123,10473,  90  ,2114541,Soundview-Castle Hill-Clason Point-Harding Park,"(40.820663, -73.842123)",11611,58,5,31,26
176-20 LIBERTY AVENUE,QUEENS,12 QUEENS,Precinct 103,27,,12/07/2017,Open,Property Research Required,,1044434,196306,40.705287,-73.782932,11433, 440  ,,South Jamaica,"(40.705287, -73.782932)",24668,41,3,6,61
91-03 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4088700066,11/10/2017,Closed,Cleaning crew dispatched. No graffiti on property.,11/29/2017,1024808,191823,40.693094,-73.853745,11421,  14  ,4585192,Woodhaven,"(40.693094, -73.853745)",24017,46,3,41,60
601 WEST  162 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021370032,12/19/2017,Open,Site downloaded for cleaning,,1000053,244338,40.837313,-73.942890,10032, 245  ,1063356,Washington Heights South,"(40.837313, -73.94289)",13090,47,4,23,21
25-37 STEINWAY STREET,QUEENS,01 QUEENS,Precinct 114,22,4006840131,12/07/2017,Open,Site downloaded for cleaning,,1008626,218931,40.767558,-73.912000,11103, 143  ,4011430,Astoria,"(40.767558, -73.912)",16860,39,3,4,72
93-35 ATLANTIC AVENUE,QUEENS,09 QUEENS,Precinct 102,32,,12/07/2017,Open,Property Research Required,,1026003,189965,40.687989,-73.849447,11421,  18  ,,Woodhaven,"(40.687989, -73.849447)",24017,46,3,41,60
1775 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,48,3067490078,12/12/2017,Open,Site downloaded for cleaning,,994487,162988,40.614035,-73.963128,11230, 542  ,3181194,Midwood,"(40.614035, -73.963128)",13513,60,2,15,43
316 AVENUE U,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071240013,12/07/2017,Open,Site downloaded for cleaning,,991906,156802,40.597058,-73.972432,11223, 398  ,3192670,Gravesend,"(40.597058, -73.972432)",18183,32,2,45,36
1549 BROADWAY,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033940002,12/07/2017,Open,Site downloaded for cleaning,,1007490,189278,40.686171,-73.916203,11221, 397  ,3078142,Bushwick South,"(40.686171, -73.916203)",18181,42,2,37,53
1209 OCEAN AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,45,3075480043,01/26/2018,Open,Site to be cleaned.,,996003,169705,40.632470,-73.957656,11230, 766  ,3205715,Flatbush,"(40.63247, -73.957656)",13513,60,2,26,43
7209 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,,01/30/2018,Open,Property Research Required,,984408,164278,40.617582,-73.999431,11228, 262  ,,Bensonhurst West,"(40.617582, -73.999431)",16867,1,2,44,37
6927 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3058720003,01/17/2018,Open,Site downloaded for cleaning,,976994,170787,40.635445,-74.026143,11209,  68  ,3145664,Bay Ridge,"(40.635445, -74.026143)",17216,10,2,44,41
123-10 143 STREET,QUEENS,12 QUEENS,Precinct 113,28,4120390044,12/07/2017,Open,Site downloaded for cleaning,,1040913,185089,40.674522,-73.795725,11436, 182  ,4261337,Baisley Park,"(40.674522, -73.795725)",24671,41,3,46,71
3137 FULTON STREET,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039310057,11/14/2017,Open,Site downloaded for cleaning,,1017728,187644,40.681653,-73.879296,11208,1174  ,3087415,Cypress Hills-City Line,"(40.681653, -73.879296)",17215,45,2,37,47
1839 STILLWELL AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3066670071,01/25/2018,Open,Site to be cleaned.,,988087,158473,40.601648,-73.986182,11223, 404  ,3177686,Bensonhurst East,"(40.601648, -73.986182)",18183,1,2,45,37
1449 EDENWALD AVENUE,BRONX,01 BRONX,Unspecified,,,12/26/2017,Open,Property Research Required,,,,,,,,,,,,,,,
41-06 JUNCTION BOULEVARD,QUEENS,04 QUEENS,Precinct 110,21,4015980008,03/12/2018,Open,Site to be cleaned.,,1020685,211593,40.747376,-73.868505,11368, 465  ,4039895,Elmhurst,"(40.747376, -73.868505)",14510,66,3,21,68
4 LEXINGTON AVENUE,MANHATTAN,06 MANHATTAN,Precinct 13,02,1008770074,11/27/2017,Open,Site downloaded for cleaning,,988264,208318,40.738461,-73.985515,10010,  68  ,1078734,Gramercy,"(40.738461, -73.985515)",12073,71,4,50,7
657 10 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010750031,01/03/2018,Open,Site downloaded for cleaning,,986057,217033,40.762355,-73.993499,10036, 129  ,1026967,Clinton,"(40.762355, -73.993499)",13094,12,4,10,10
29-07 BROADWAY,QUEENS,01 QUEENS,Precinct 114,22,4005880006,03/14/2018,Open,Site to be cleaned.,,1004520,217143,40.762661,-73.926828,11106,  75  ,4007471,Astoria,"(40.762661, -73.926828)",16863,39,3,4,72
181 AVENUE B,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003940004,12/20/2017,Open,Site downloaded for cleaning,,989993,204401,40.727709,-73.979280,10009,  28  ,1004905,Lower East Side,"(40.727709, -73.97928)",11729,70,4,50,5
577 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,39,3010460007,11/09/2017,Open,Site downloaded for cleaning,,985854,182507,40.667616,-73.994218,11215, 117  ,3023839,Park Slope-Gowanus,"(40.667616, -73.994218)",17617,9,2,27,45
1280 MYRTLE AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032320043,12/06/2017,Open,Site downloaded for cleaning,,1004838,193595,40.698027,-73.925753,11221, 423  ,3073495,Bushwick South,"(40.698027, -73.925753)",18181,42,2,30,53
2896 WEST   12 STREET,BROOKLYN,13 BROOKLYN,Precinct 60,47,3072660220,12/11/2017,Open,Site downloaded for cleaning,,989909,149510,40.577045,-73.979629,11224, 350  ,3336561,West Brighton,"(40.577045, -73.979629)",18184,21,2,45,35
2929 AVENUE I,BROOKLYN,14 BROOKLYN,Precinct 70,45,,02/20/2018,Open,Property Research Required,,998691,168480,40.629104,-73.947975,11210, 774  ,,Flatbush,"(40.629104, -73.947975)",17217,60,2,26,43
4713 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,41,3046730039,02/02/2018,Open,Site to be cleaned.,,1002822,176688,40.651625,-73.933070,11203, 870  ,3102016,East Flatbush-Farragut,"(40.651625, -73.93307)",16866,61,2,17,40
710 LONGFELLOW AVENUE,BRONX,02 BRONX,Precinct 41,17,2027630373,01/03/2018,Open,Site downloaded for cleaning,,1016148,236330,40.815290,-73.884762,10474, 117  ,2006573,Hunts Point,"(40.81529, -73.884762)",12343,8,5,43,24
2525 unerversity ave,BRONX,01 BRONX,Unspecified,,,12/26/2017,Open,Property Research Required,,,,,,,,,,,,,,,
1287 EAST BAY AVENUE,BRONX,02 BRONX,Precinct 41,17,2027720064,01/03/2018,Open,Site downloaded for cleaning,,1015937,233906,40.808637,-73.885536,10474,  93  ,2000000,Hunts Point,"(40.808637, -73.885536)",12343,8,5,43,24
298 BROOME STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004190073,12/10/2017,Open,Site downloaded for cleaning,,986446,201116,40.718694,-73.992078,10002,  18  ,1005596,Chinatown,"(40.718694, -73.992078)",11723,70,4,32,2
2893 mcdonald ave,BROOKLYN,01 BROOKLYN,Unspecified,,,12/11/2017,Open,Property Research Required,,,,,,,,,,,,,,,
131 23 AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4008770060,03/02/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1007051,222644,40.777754,-73.917673,11105, 101  ,4019465,Steinway,"(40.777754, -73.917673)",16862,39,3,4,72
63 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032110008,11/13/2017,Open,Site downloaded for cleaning,,1006088,196346,40.705575,-73.921236,11237, 445  ,3072988,Bushwick North,"(40.705575, -73.921236)",13828,42,2,30,53
123 PENNSYLVANIA AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3036870005,11/16/2017,Open,Site downloaded for cleaning,,1012925,185173,40.674888,-73.896624,11207,1198  ,3083516,East New York,"(40.674888, -73.896624)",17214,45,2,37,47
42 LUDLOW STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003100005,01/09/2018,Open,Site downloaded for cleaning,,986937,200230,40.716262,-73.990307,10002,  16  ,1004023,Chinatown,"(40.716262, -73.990307)",11723,70,4,32,4
165 STANHOPE STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032570051,11/12/2017,Open,Site downloaded for cleaning,,1005903,194028,40.699213,-73.921910,11237, 431  ,3074168,Bushwick North,"(40.699213, -73.92191)",13828,42,2,37,53
2672 PARK AVENUE,BRONX,01 BRONX,Precinct 40,08,,01/26/2018,Open,Property Research Required,,1004384,236302,40.815247,-73.927262,10451,  51  ,,Mott Haven-Port Morris,"(40.815247, -73.927262)",10929,49,5,35,23
228 ALBANY AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,36,3012440078,01/25/2018,Open,Site downloaded for cleaning,,1001143,184362,40.672692,-73.939101,11213, 343  ,3337849,Crown Heights North,"(40.672692, -73.939101)",17615,16,2,49,49
408 EAST TREMONT AVENUE,BRONX,06 BRONX,Precinct 48,15,2029000063,11/17/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/20/2018,1011766,248099,40.847607,-73.900545,10457, 231  ,2115890,Mount Hope,"(40.847607, -73.900545)",10935,35,5,22,31
53 HALE AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,37,3039150004,02/13/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1017290,188517,40.684051,-73.880871,11208,1174  ,3086767,Cypress Hills-City Line,"(40.684051, -73.880871)",17215,45,2,37,47
110-02 GUY R BREWER BOULEVARD,QUEENS,12 QUEENS,Precinct 113,28,4121650035,11/17/2017,Open,Site downloaded for cleaning,,1042817,191899,40.693202,-73.788802,11433, 262  ,4263644,South Jamaica,"(40.693202, -73.788802)",24668,41,3,46,71
262 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026900001,01/09/2018,Open,Site downloaded for cleaning,,1000715,203776,40.725980,-73.940597,11222, 593  ,3259499,Greenpoint,"(40.72598, -73.940597)",18182,36,2,38,57
125-18 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,29,4093340008,11/09/2017,Open,Site downloaded for cleaning,,1032659,194723,40.701014,-73.825412,11418, 14201,4430383,Richmond Hill,"(40.701014, -73.825412)",24014,46,3,28,60
918 KENT AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3019110001,01/30/2018,Open,Site downloaded for cleaning,,995591,191804,40.693127,-73.959103,11205, 235  ,3334940,Clinton Hill,"(40.693127, -73.959103)",17212,69,2,38,51
114-05 BEACH CHANNEL DRIVE,QUEENS,14 QUEENS,Precinct 100,32,4161660453,01/22/2018,Open,Site downloaded for cleaning,,1029649,151450,40.582247,-73.836588,11694, 938  ,4303768,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.582247, -73.836588)",20532,51,3,41,58
8412 5 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060260045,03/01/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,977190,166141,40.622693,-74.025432,11209, 138  ,3152819,Bay Ridge,"(40.622693, -74.025432)",17216,10,2,44,41
74-07 101 AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4090460032,11/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,12/01/2017,1022207,186835,40.679415,-73.863152,11416,  42  ,4438445,Woodhaven,"(40.679415, -73.863152)",24012,46,3,41,60
84-17 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4088530118,11/16/2017,Open,Site downloaded for cleaning,,1022956,191560,40.692380,-73.860425,11421,  12  ,4181526,Woodhaven,"(40.69238, -73.860425)",24017,46,3,41,60
430 9 STREET,BROOKLYN,06 BROOKLYN,Precinct 78,39,3010120033,11/08/2017,Open,Site downloaded for cleaning,,989168,182360,40.667212,-73.982272,11215, 151  ,3022366,Park Slope-Gowanus,"(40.667212, -73.982272)",17617,14,2,27,50
424 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,39,3053310059,01/07/2018,Open,Site downloaded for cleaning,,992252,175154,40.647431,-73.971164,11218, 504  ,3124424,Windsor Terrace,"(40.647431, -73.971164)",17620,2,2,27,39
518 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 14,03,1007620072,11/21/2017,Open,Site downloaded for cleaning,,985874,214833,40.756344,-73.994138,10018, 115  ,1013657,Clinton,"(40.756344, -73.994138)",12080,12,4,10,8
102-08 REMINGTON STREET,QUEENS,12 QUEENS,Precinct 103,28,4100160014,12/07/2017,Open,Site downloaded for cleaning,,1036829,191930,40.693324,-73.810395,11435, 206  ,4214327,Jamaica,"(40.693324, -73.810395)",24670,41,3,46,61
964 FLATBUSH AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3051020057,12/13/2017,Open,Site downloaded for cleaning,,995853,175338,40.647932,-73.958187,11226, 51002,3328188,Flatbush,"(40.647932, -73.958187)",13510,60,2,11,43
111-21 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4092250029,11/27/2017,Closed,Cleaning crew dispatched.  Property cleaned.,03/01/2018,1029463,193265,40.697029,-73.836949,11418, 130  ,4192651,Richmond Hill,"(40.697029, -73.836949)",24014,46,3,41,60
26-20 DITMARS BOULEVARD,QUEENS,01 QUEENS,Precinct 114,22,4008560036,03/11/2018,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1008197,222780,40.778124,-73.913535,11105, 101  ,4018249,Steinway,"(40.778124, -73.913535)",16862,39,3,4,72
437 WILSON AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033700005,12/10/2017,Open,Site downloaded for cleaning,,1008180,192085,40.693874,-73.913706,11221, 435  ,3077062,Bushwick North,"(40.693874, -73.913706)",18181,42,2,37,53
4206 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007220036,01/19/2018,Open,Site downloaded for cleaning,,981461,176840,40.652061,-74.010051,11232,   2  ,3010797,Sunset Park West,"(40.652061, -74.010051)",13515,9,2,7,45
8403 3 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060250009,12/19/2017,Open,Site downloaded for cleaning,,975794,166944,40.624895,-74.030462,11209,  62  ,3152746,Bay Ridge,"(40.624895, -74.030462)",17216,10,2,44,41
110 EAST    4 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004450020,01/08/2018,Open,Site downloaded for cleaning,,987473,203682,40.725709,-73.988307,10003,  38  ,1006172,East Village,"(40.725709, -73.988307)",11724,70,4,50,5
WEST 129 STREET AND SAINT NICHOLAS AVENUE,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,12/01/2017,Open,Property Research Required,,,,,,,,,,,,,,,
159 7 AVENUE SOUTH,MANHATTAN,02 MANHATTAN,Precinct 6,03,1006120051,02/10/2018,Open,Site downloaded for cleaning,,983803,207299,40.735665,-74.001613,10014,  71  ,1010884,West Village,"(40.735665, -74.001613)",12077,57,4,10,3
67 UNDERHILL AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3011460013,12/11/2017,Open,Site downloaded for cleaning,,993853,186541,40.678684,-73.965378,11238, 205  ,3028216,Prospect Heights,"(40.678684, -73.965378)",13829,16,2,48,49
526 39 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009130016,12/22/2017,Open,Site downloaded for cleaning,,983369,176385,40.650813,-74.003175,11232,  88  ,3017798,Sunset Park East,"(40.650813, -74.003175)",13515,9,2,7,45
146-02 LIBERTY AVENUE,QUEENS,12 QUEENS,Precinct 103,28,4100520001,11/17/2017,Open,Site downloaded for cleaning,,1038028,192496,40.694871,-73.806067,11435, 204  ,4214930,Jamaica,"(40.694871, -73.806067)",24670,41,3,46,61
109 RIVERDALE AVENUE,BROOKLYN,16 BROOKLYN,Precinct 73,42,3035850001,12/07/2017,Open,Site downloaded for cleaning,,1008464,179889,40.660398,-73.912725,11212, 898  ,3346753,Brownsville,"(40.660398, -73.912725)",17614,55,2,25,46
363 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1019130030,12/08/2017,Open,Site downloaded for cleaning,,999756,234330,40.809844,-73.943986,10027, 224  ,1057946,Central Harlem North-Polo Grounds,"(40.809844, -73.943986)",12424,18,4,36,20
1050 MACDONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3054520039,11/15/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/26/2018,990734,168044,40.627916,-73.976641,11230, 476  ,3129125,Borough Park,"(40.627916, -73.976641)",13513,2,2,18,39
6517 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,47,3055540004,12/16/2017,Open,Site downloaded for cleaning,,986933,164783,40.618968,-73.990336,11204, 252  ,3133885,Bensonhurst West,"(40.618968, -73.990336)",16867,1,2,45,37
883 59 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3057000042,12/31/2017,Open,Site downloaded for cleaning,,982216,170662,40.635104,-74.007328,11220, 104  ,3140534,Sunset Park East,"(40.635104, -74.007328)",18180,2,2,7,39
1301 CASTLE HILL AVENUE,BRONX,09 BRONX,Precinct 43,18,2039350001,12/18/2017,Open,Site downloaded for cleaning,,1025234,243259,40.834270,-73.851895,10462, 222  ,2029018,Parkchester,"(40.83427, -73.851895)",11271,58,5,31,26
62 HUNTINGTON STREET,BROOKLYN,06 BROOKLYN,Precinct 76,38,3005350016,01/23/2018,Open,Site to be cleaned.,,983185,185989,40.677174,-74.003840,11231,  59  ,3008447,Carroll Gardens-Columbia Street-Red Hook,"(40.677174, -74.00384)",13514,14,2,7,48
7601 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062360060,12/16/2017,Open,Site downloaded for cleaning,,984191,163275,40.614829,-74.000213,11214, 264  ,3160802,Bensonhurst West,"(40.614829, -74.000213)",17616,1,2,44,37
